name,url,remote_testing,adaptive_support,test_type,text_for_embedding
Sales Transformation Report 2.0 - Sales Manager,/products/product-catalog/view/sales-transformation-report-2-0-sales-manager/,Yes,No,Personality & Behavior,Sales Transformation Report 2.0 - Sales Manager | Test Types: Personality & Behavior | Remote: Yes | Adaptive: No
Salesforce Development (New),/products/product-catalog/view/salesforce-development-new/,Yes,No,Knowledge & Skills,Salesforce Development (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
SAP ABAP (Advanced Level) (New),/products/product-catalog/view/sap-abap-advanced-level-new/,Yes,No,Knowledge & Skills,SAP ABAP (Advanced Level) (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
SAP ABAP (Intermediate Level) (New),/products/product-catalog/view/sap-abap-intermediate-level-new/,Yes,No,Knowledge & Skills,SAP ABAP (Intermediate Level) (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
SAP Basis (New),/products/product-catalog/view/sap-basis-new/,Yes,No,Knowledge & Skills,SAP Basis (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
SAP Business Objects WebI (New),/products/product-catalog/view/sap-business-objects-webi-new/,Yes,No,Knowledge & Skills,SAP Business Objects WebI (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
SAP BW (Business Warehouse) (New),/products/product-catalog/view/sap-bw-business-warehouse-new/,Yes,No,Knowledge & Skills,SAP BW (Business Warehouse) (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
SAP HCM (Human Capital Management) (New),/products/product-catalog/view/sap-hcm-human-capital-management-new/,Yes,No,Knowledge & Skills,SAP HCM (Human Capital Management) (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
SAP Hybris (New),/products/product-catalog/view/sap-hybris-new/,Yes,No,Knowledge & Skills,SAP Hybris (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
SAP Materials Management (New),/products/product-catalog/view/sap-materials-management-new/,Yes,No,Knowledge & Skills,SAP Materials Management (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
SAP SD (Sales and Distribution) (New),/products/product-catalog/view/sap-sd-sales-and-distribution-new/,Yes,No,Knowledge & Skills,SAP SD (Sales and Distribution) (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
Search Engine Optimization (New),/products/product-catalog/view/search-engine-optimization-new/,Yes,No,Knowledge & Skills,Search Engine Optimization (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
Selenium (New),/products/product-catalog/view/selenium-new/,Yes,No,Knowledge & Skills,Selenium (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
Shell Scripting (New),/products/product-catalog/view/shell-scripting-new/,Yes,No,Knowledge & Skills,Shell Scripting (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
SHL Verify Interactive - Inductive Reasoning,/products/product-catalog/view/shl-verify-interactive-inductive-reasoning/,Yes,No,"Ability & Aptitude, Simulations","SHL Verify Interactive - Inductive Reasoning | Test Types: Ability & Aptitude, Simulations | Remote: Yes | Adaptive: No"
SHL Verify Interactive – Deductive Reasoning,/products/product-catalog/view/shl-verify-interactive-deductive-reasoning/,Yes,No,"Ability & Aptitude, Simulations","SHL Verify Interactive – Deductive Reasoning | Test Types: Ability & Aptitude, Simulations | Remote: Yes | Adaptive: No"
SHL Verify Interactive – Numerical Reasoning,/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/,Yes,No,"Ability & Aptitude, Simulations","SHL Verify Interactive – Numerical Reasoning | Test Types: Ability & Aptitude, Simulations | Remote: Yes | Adaptive: No"
SHL Verify Interactive G+,/products/product-catalog/view/shl-verify-interactive-g/,Yes,No,Ability & Aptitude,SHL Verify Interactive G+ | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: No
SHL Verify Interactive Numerical Calculation,/products/product-catalog/view/shl-verify-interactive-numerical-calculation/,Yes,No,Ability & Aptitude,SHL Verify Interactive Numerical Calculation | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: No
Siebel Development (New),/products/product-catalog/view/siebel-development-new/,Yes,No,Knowledge & Skills,Siebel Development (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
Smart Interview Live,/products/product-catalog/view/smart-interview-live/,Yes,No,Personality & Behavior,Smart Interview Live | Test Types: Personality & Behavior | Remote: Yes | Adaptive: No
Smart Interview Live Coding,/products/product-catalog/view/smart-interview-live-coding/,Yes,No,Knowledge & Skills,Smart Interview Live Coding | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
Smart Interview On Demand,/products/product-catalog/view/smart-interview-on-demand/,Yes,No,Personality & Behavior,Smart Interview On Demand | Test Types: Personality & Behavior | Remote: Yes | Adaptive: No
Social Media (New),/products/product-catalog/view/social-media-new/,Yes,No,Knowledge & Skills,Social Media (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
Software Business Analysis,/products/product-catalog/view/software-business-analysis/,Yes,No,Knowledge & Skills,Software Business Analysis | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
SonarQube (New),/products/product-catalog/view/sonarqube-new/,Yes,No,Knowledge & Skills,SonarQube (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
Spelling (U.S.) (New),/products/product-catalog/view/spelling-u-s-new/,Yes,No,Knowledge & Skills,Spelling (U.S.) (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
Split Screen Typing Test - Form 1,/products/product-catalog/view/split-screen-typing-test-form-1/,Yes,No,"Ability & Aptitude, Knowledge & Skills","Split Screen Typing Test - Form 1 | Test Types: Ability & Aptitude, Knowledge & Skills | Remote: Yes | Adaptive: No"
Spring (New),/products/product-catalog/view/spring-new/,Yes,No,Knowledge & Skills,Spring (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
SQL (New),/products/product-catalog/view/sql-new/,Yes,No,Knowledge & Skills,SQL (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
SQL Server (New),/products/product-catalog/view/sql-server-new/,Yes,No,Knowledge & Skills,SQL Server (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
SQL Server Analysis Services (SSAS) (New),/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/,Yes,No,Knowledge & Skills,SQL Server Analysis Services (SSAS) (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
SQL Server Integration Services (SSIS) (New),/products/product-catalog/view/sql-server-integration-services-ssis-new/,Yes,No,Knowledge & Skills,SQL Server Integration Services (SSIS) (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
SQL Server Reporting Services (SSRS) (New),/products/product-catalog/view/sql-server-reporting-services-ssrs-new/,Yes,No,Knowledge & Skills,SQL Server Reporting Services (SSRS) (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
Statistical Analysis System (New),/products/product-catalog/view/statistical-analysis-system-new/,Yes,No,Knowledge & Skills,Statistical Analysis System (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
Struts (New),/products/product-catalog/view/struts-new/,Yes,No,Knowledge & Skills,Struts (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
SVAR - Spoken English (AUS),/products/product-catalog/view/svar-spoken-english-aus/,Yes,No,Simulations,SVAR - Spoken English (AUS) | Test Types: Simulations | Remote: Yes | Adaptive: No
SVAR - Spoken English (Indian Accent)  (New),/products/product-catalog/view/svar-spoken-english-indian-accent-new/,Yes,No,Simulations,SVAR - Spoken English (Indian Accent)  (New) | Test Types: Simulations | Remote: Yes | Adaptive: No
SVAR - Spoken English (U.K.),/products/product-catalog/view/svar-spoken-english-u-k/,Yes,No,Simulations,SVAR - Spoken English (U.K.) | Test Types: Simulations | Remote: Yes | Adaptive: No
SVAR - Spoken English (US)  (New),/products/product-catalog/view/svar-spoken-english-us-new/,Yes,No,Simulations,SVAR - Spoken English (US)  (New) | Test Types: Simulations | Remote: Yes | Adaptive: No
SVAR - Spoken French (Canadian) (New),/products/product-catalog/view/svar-spoken-french-canadian-new/,Yes,No,Simulations,SVAR - Spoken French (Canadian) (New) | Test Types: Simulations | Remote: Yes | Adaptive: No
SVAR - Spoken French (European) (New),/products/product-catalog/view/svar-spoken-french-european-new/,Yes,No,Simulations,SVAR - Spoken French (European) (New) | Test Types: Simulations | Remote: Yes | Adaptive: No
SVAR - Spoken Spanish (Castilian) (New),/products/product-catalog/view/svar-spoken-spanish-castilian-new/,Yes,No,Simulations,SVAR - Spoken Spanish (Castilian) (New) | Test Types: Simulations | Remote: Yes | Adaptive: No
SVAR - Spoken Spanish (North American) (New),/products/product-catalog/view/svar-spoken-spanish-north-american-new/,Yes,No,Simulations,SVAR - Spoken Spanish (North American) (New) | Test Types: Simulations | Remote: Yes | Adaptive: No
Swing (New),/products/product-catalog/view/swing-new/,Yes,No,Knowledge & Skills,Swing (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
Tableau (New),/products/product-catalog/view/tableau-new/,Yes,No,Knowledge & Skills,Tableau (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
Telecommunications Engineering (New),/products/product-catalog/view/telecommunications-engineering-new/,Yes,No,Knowledge & Skills,Telecommunications Engineering (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
Teradata Development (New),/products/product-catalog/view/teradata-development-new/,Yes,No,Knowledge & Skills,Teradata Development (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
Time Management (U.S.),/products/product-catalog/view/time-management-u-s/,Yes,No,Knowledge & Skills,Time Management (U.S.) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
Training Development,/products/product-catalog/view/training-development/,Yes,No,Knowledge & Skills,Training Development | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
Typing (New),/products/product-catalog/view/typing-new/,Yes,No,Simulations,Typing (New) | Test Types: Simulations | Remote: Yes | Adaptive: No
UiPath RPA Development (New),/products/product-catalog/view/uipath-rpa-development-new/,Yes,No,Knowledge & Skills,UiPath RPA Development (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
Universal Competency Framework Interview Guide,/products/product-catalog/view/universal-competency-framework-interview-guide/,Yes,No,"Competencies, Personality & Behavior","Universal Competency Framework Interview Guide | Test Types: Competencies, Personality & Behavior | Remote: Yes | Adaptive: No"
Universal Competency Framework Job profiling guide,/products/product-catalog/view/universal-competency-framework-job-profiling-guide/,Yes,No,"Competencies, Personality & Behavior","Universal Competency Framework Job profiling guide | Test Types: Competencies, Personality & Behavior | Remote: Yes | Adaptive: No"
Universal Competency Framework Profiler Cards (44),/products/product-catalog/view/universal-competency-framework-profiler-cards-44/,Yes,No,"Competencies, Personality & Behavior","Universal Competency Framework Profiler Cards (44) | Test Types: Competencies, Personality & Behavior | Remote: Yes | Adaptive: No"
UNIX (New),/products/product-catalog/view/unix-new/,Yes,No,Knowledge & Skills,UNIX (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
VB.NET (New),/products/product-catalog/view/vb-net-new/,Yes,No,Knowledge & Skills,VB.NET (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
Verify - Deductive Reasoning,/products/product-catalog/view/verify-deductive-reasoning/,Yes,No,Ability & Aptitude,Verify - Deductive Reasoning | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: No
Verify - Following Instructions,/products/product-catalog/view/verify-following-instructions/,Yes,No,Ability & Aptitude,Verify - Following Instructions | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: No
Verify - G+,/products/product-catalog/view/verify-g/,Yes,No,Ability & Aptitude,Verify - G+ | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: No
Verify - General Ability Screen,/products/product-catalog/view/verify-general-ability-screen/,Yes,No,Ability & Aptitude,Verify - General Ability Screen | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: No
Verify - Inductive Reasoning (2014),/products/product-catalog/view/verify-inductive-reasoning-2014/,Yes,No,Ability & Aptitude,Verify - Inductive Reasoning (2014) | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: No
Verify - Numerical Ability,/products/product-catalog/view/verify-numerical-ability/,Yes,No,Ability & Aptitude,Verify - Numerical Ability | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: No
Verify - Technical Checking - Next Generation,/products/product-catalog/view/verify-technical-checking-next-generation/,Yes,No,Ability & Aptitude,Verify - Technical Checking - Next Generation | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: No
Verify - Verbal Ability - Next Generation,/products/product-catalog/view/verify-verbal-ability-next-generation/,Yes,No,Ability & Aptitude,Verify - Verbal Ability - Next Generation | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: No
Verify - Working with Information,/products/product-catalog/view/verify-working-with-information/,Yes,No,Ability & Aptitude,Verify - Working with Information | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: No
Verify G+ - Ability Test Report,/products/product-catalog/view/verify-g-ability-test-report/,Yes,No,Ability & Aptitude,Verify G+ - Ability Test Report | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: No
Verify G+ - Candidate Report,/products/product-catalog/view/verify-g-candidate-report/,Yes,No,Ability & Aptitude,Verify G+ - Candidate Report | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: No
Verify Interactive Ability Report,/products/product-catalog/view/verify-interactive-ability-report/,Yes,No,Ability & Aptitude,Verify Interactive Ability Report | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: No
Verify Interactive G+ Candidate Report,/products/product-catalog/view/verify-interactive-g-candidate-report/,Yes,No,Ability & Aptitude,Verify Interactive G+ Candidate Report | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: No
Verify Interactive G+ Report,/products/product-catalog/view/verify-interactive-g-report/,Yes,No,Ability & Aptitude,Verify Interactive G+ Report | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: No
Verify Interactive Process Monitoring,/products/product-catalog/view/verify-interactive-process-monitoring/,Yes,No,Ability & Aptitude,Verify Interactive Process Monitoring | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: No
Virtual Assessment and Development Centers,/products/product-catalog/view/virtual-assessment-and-development-centers/,Yes,No,Personality & Behavior,Virtual Assessment and Development Centers | Test Types: Personality & Behavior | Remote: Yes | Adaptive: No
Visual Basic for Applications (New),/products/product-catalog/view/visual-basic-for-applications-new/,Yes,No,Knowledge & Skills,Visual Basic for Applications (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
Visual Comparison - UK,/products/product-catalog/view/visual-comparison-uk/,Yes,No,Knowledge & Skills,Visual Comparison - UK | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
Visual Comparison - US,/products/product-catalog/view/visual-comparison-us/,Yes,No,Knowledge & Skills,Visual Comparison - US | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
VLSI and Embedded Systems (New),/products/product-catalog/view/vlsi-and-embedded-systems-new/,Yes,No,Knowledge & Skills,VLSI and Embedded Systems (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
What Is The Value - US,/products/product-catalog/view/what-is-the-value-us/,Yes,No,Knowledge & Skills,What Is The Value - US | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
Workplace Administration Skills (New),/products/product-catalog/view/workplace-administration-skills-new/,Yes,No,Knowledge & Skills,Workplace Administration Skills (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
Workplace Health and Safety (New),/products/product-catalog/view/workplace-health-and-safety-new/,Yes,No,Knowledge & Skills,Workplace Health and Safety (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
WriteX - Email Writing (Customer Service) (New),/products/product-catalog/view/writex-email-writing-customer-service-new/,Yes,No,Simulations,WriteX - Email Writing (Customer Service) (New) | Test Types: Simulations | Remote: Yes | Adaptive: No
WriteX - Email Writing (Managerial) (New),/products/product-catalog/view/writex-email-writing-managerial-new/,Yes,No,Simulations,WriteX - Email Writing (Managerial) (New) | Test Types: Simulations | Remote: Yes | Adaptive: No
WriteX - Email Writing (Sales) (New),/products/product-catalog/view/writex-email-writing-sales-new/,Yes,No,"Biodata & Situational Judgement, Simulations","WriteX - Email Writing (Sales) (New) | Test Types: Biodata & Situational Judgement, Simulations | Remote: Yes | Adaptive: No"
Written English v1,/products/product-catalog/view/written-english-v1/,Yes,No,Knowledge & Skills,Written English v1 | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
Written Spanish,/products/product-catalog/view/written-spanish/,Yes,No,Knowledge & Skills,Written Spanish | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
Zabbix (New),/products/product-catalog/view/zabbix-new/,Yes,No,Knowledge & Skills,Zabbix (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
360 Digital Report,/products/product-catalog/view/360-digital-report/,Yes,No,Development & 360,360 Digital Report | Test Types: Development & 360 | Remote: Yes | Adaptive: No
360° Multi-Rater Feedback System (MFS),/products/product-catalog/view/360-multi-rater-feedback-system-mfs/,Yes,No,"Development & 360, Personality & Behavior","360° Multi-Rater Feedback System (MFS) | Test Types: Development & 360, Personality & Behavior | Remote: Yes | Adaptive: No"
