jobid,name,url,remote_testing,adaptive_support,test_type,Assessment Length,text_for_embedding
3994.0,MS Word (New),/products/product-catalog/view/ms-word-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 4,Test Name: MS Word (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 4 minutes
4098.0,MuleSoft Development (New),/products/product-catalog/view/mulesoft-development-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 17,Test Name: MuleSoft Development (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 17 minutes
615.0,Multitasking Ability,/products/product-catalog/view/multitasking-ability/,Yes,No,"Ability & Aptitude, Knowledge & Skills, Simulations",Approximate Completion Time in minutes = 20,"Test Name: Multitasking Ability | Test Types: Ability & Aptitude, Knowledge & Skills, Simulations | Remote: Yes | Adaptive: No | Time required: 20 minutes"
4100.0,Networking and Implementation (New),/products/product-catalog/view/networking-and-implementation-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 7,Test Name: Networking and Implementation (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 7 minutes
3997.0,Node.js (New),/products/product-catalog/view/node-js-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 9,Test Name: Node.js (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 9 minutes
4041.0,Nursing (New),/products/product-catalog/view/nursing-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 11,Test Name: Nursing (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 11 minutes
720.0,Occupational Personality Questionnaire OPQ32r,/products/product-catalog/view/occupational-personality-questionnaire-opq32r/,Yes,No,Personality & Behavior,"Approximate Completion Time in minutes = Untimed, approx. 25",Test Name: Occupational Personality Questionnaire OPQ32r | Test Types: Personality & Behavior | Remote: Yes | Adaptive: No | Time required: 25 minutes
4116.0,Operations Management (New),/products/product-catalog/view/operations-management-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 7,Test Name: Operations Management (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 7 minutes
727.0,OPQ Candidate Plus Report,/products/product-catalog/view/opq-candidate-plus-report/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes =,Test Name: OPQ Candidate Plus Report | Test Types: Personality & Behavior | Remote: Yes | Adaptive: No
4298.0,OPQ Candidate Report 2.0,/products/product-catalog/view/opq-candidate-report-2-0/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes =,Test Name: OPQ Candidate Report 2.0 | Test Types: Personality & Behavior | Remote: Yes | Adaptive: No
748.0,OPQ Emotional Intelligence Report,/products/product-catalog/view/opq-emotional-intelligence-report/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes =,Test Name: OPQ Emotional Intelligence Report | Test Types: Personality & Behavior | Remote: Yes | Adaptive: No
749.0,OPQ Leadership Report,/products/product-catalog/view/opq-leadership-report/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes =,Test Name: OPQ Leadership Report | Test Types: Personality & Behavior | Remote: Yes | Adaptive: No
750.0,OPQ Manager Plus Report,/products/product-catalog/view/opq-manager-plus-report/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes =,Test Name: OPQ Manager Plus Report | Test Types: Personality & Behavior | Remote: Yes | Adaptive: No
4300.0,OPQ Manager Plus Report 2.0,/products/product-catalog/view/opq-manager-plus-report-2-0/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes =,Test Name: OPQ Manager Plus Report 2.0 | Test Types: Personality & Behavior | Remote: Yes | Adaptive: No
752.0,OPQ Maximising your Learning Report,/products/product-catalog/view/opq-maximising-your-learning-report/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes =,Test Name: OPQ Maximising your Learning Report | Test Types: Personality & Behavior | Remote: Yes | Adaptive: No
754.0,OPQ MQ Sales Report,/products/product-catalog/view/opq-mq-sales-report/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes =,Test Name: OPQ MQ Sales Report | Test Types: Personality & Behavior | Remote: Yes | Adaptive: No
753.0,OPQ Premium Plus Report,/products/product-catalog/view/opq-premium-plus-report/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes =,Test Name: OPQ Premium Plus Report | Test Types: Personality & Behavior | Remote: Yes | Adaptive: No
4307.0,OPQ Premium Plus Report 2.0,/products/product-catalog/view/opq-premium-plus-report-2-0/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes =,Test Name: OPQ Premium Plus Report 2.0 | Test Types: Personality & Behavior | Remote: Yes | Adaptive: No
1050.0,OPQ Profile Report,/products/product-catalog/view/opq-profile-report/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes =,Test Name: OPQ Profile Report | Test Types: Personality & Behavior | Remote: Yes | Adaptive: No
1060.0,OPQ Team Impact Group Development Report,/products/product-catalog/view/opq-team-impact-group-development-report/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes =,Test Name: OPQ Team Impact Group Development Report | Test Types: Personality & Behavior | Remote: Yes | Adaptive: No
1059.0,OPQ Team Impact Individual Development Report,/products/product-catalog/view/opq-team-impact-individual-development-report/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes =,Test Name: OPQ Team Impact Individual Development Report | Test Types: Personality & Behavior | Remote: Yes | Adaptive: No
1058.0,OPQ Team Impact Selection Report,/products/product-catalog/view/opq-team-impact-selection-report/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes =,Test Name: OPQ Team Impact Selection Report | Test Types: Personality & Behavior | Remote: Yes | Adaptive: No
1061.0,OPQ Team Types & Leadership Styles Profile,/products/product-catalog/view/opq-team-types-and-leadership-styles-profile/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes =,Test Name: OPQ Team Types & Leadership Styles Profile | Test Types: Personality & Behavior | Remote: Yes | Adaptive: No
756.0,OPQ Team Types and Leadership Styles Report,/products/product-catalog/view/opq-team-types-and-leadership-styles-report/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes =,Test Name: OPQ Team Types and Leadership Styles Report | Test Types: Personality & Behavior | Remote: Yes | Adaptive: No
757.0,OPQ UCF Development Action Planner Report 1.0,/products/product-catalog/view/opq-ucf-development-action-planner-report/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes =,Test Name: OPQ UCF Development Action Planner Report 1.0 | Test Types: Personality & Behavior | Remote: Yes | Adaptive: No
4286.0,OPQ UCF Development Action Planner Report 2.0,/products/product-catalog/view/opq-ucf-development-action-planner-report-2-0/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes =,Test Name: OPQ UCF Development Action Planner Report 2.0 | Test Types: Personality & Behavior | Remote: Yes | Adaptive: No
758.0,OPQ Universal Competency Report 1.0,/products/product-catalog/view/opq-universal-competency-report/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes =,Test Name: OPQ Universal Competency Report 1.0 | Test Types: Personality & Behavior | Remote: Yes | Adaptive: No
4289.0,OPQ Universal Competency Report 2.0,/products/product-catalog/view/opq-universal-competency-report-2-0/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes =,Test Name: OPQ Universal Competency Report 2.0 | Test Types: Personality & Behavior | Remote: Yes | Adaptive: No
1067.0,OPQ User and Managers Report,/products/product-catalog/view/opq-user-and-managers-report/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes =,Test Name: OPQ User and Managers Report | Test Types: Personality & Behavior | Remote: Yes | Adaptive: No
759.0,OPQ User Report,/products/product-catalog/view/opq-user-report/,Yes,No,"Personality & Behavior, Simulations",Approximate Completion Time in minutes =,"Test Name: OPQ User Report | Test Types: Personality & Behavior, Simulations | Remote: Yes | Adaptive: No"
4106.0,Oracle DBA (Advanced Level) (New),/products/product-catalog/view/oracle-dba-advanced-level-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 12,Test Name: Oracle DBA (Advanced Level) (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 12 minutes
4105.0,Oracle DBA (Entry Level) (New),/products/product-catalog/view/oracle-dba-entry-level-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 12,Test Name: Oracle DBA (Entry Level) (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 12 minutes
4145.0,Oracle PL/SQL (New),/products/product-catalog/view/oracle-plsql-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 11,Test Name: Oracle PL/SQL (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 11 minutes
4156.0,Oracle WebLogic Server (New),/products/product-catalog/view/oracle-weblogic-server-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 7,Test Name: Oracle WebLogic Server (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 7 minutes
4154.0,Organic Chemistry (New),/products/product-catalog/view/organic-chemistry-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 10,Test Name: Organic Chemistry (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 10 minutes
4107.0,Paint Technology (New),/products/product-catalog/view/paint-technology-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 7,Test Name: Paint Technology (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 7 minutes
3998.0,Pediatrics (New),/products/product-catalog/view/pediatrics-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 5,Test Name: Pediatrics (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 5 minutes
4108.0,Pega Development (New),/products/product-catalog/view/pega-development-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 17,Test Name: Pega Development (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 17 minutes
4109.0,Perl (New),/products/product-catalog/view/perl-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 9,Test Name: Perl (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 9 minutes
4070.0,Petrochemical Engineering (New),/products/product-catalog/view/petrochemical-engineering-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 7,Test Name: Petrochemical Engineering (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 7 minutes
4110.0,Petroleum Engineering (New),/products/product-catalog/view/petroleum-engineering-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 10,Test Name: Petroleum Engineering (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 10 minutes
4088.0,Pharmaceutical Analysis (New),/products/product-catalog/view/pharmaceutical-analysis-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 12,Test Name: Pharmaceutical Analysis (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 12 minutes
4114.0,Pharmaceutical Chemistry (New),/products/product-catalog/view/pharmaceutical-chemistry-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 17,Test Name: Pharmaceutical Chemistry (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 17 minutes
4061.0,Pharmaceutical Science (New),/products/product-catalog/view/pharmaceutical-science-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 7,Test Name: Pharmaceutical Science (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 7 minutes
4111.0,Pharmaceutics (New),/products/product-catalog/view/pharmaceutics-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 12,Test Name: Pharmaceutics (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 12 minutes
4112.0,Pharmacology (New),/products/product-catalog/view/pharmacology-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 12,Test Name: Pharmacology (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 12 minutes
4103.0,PHP (New),/products/product-catalog/view/php-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 8,Test Name: PHP (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 8 minutes
3746.0,PJM Development Report,/products/product-catalog/view/pjm-development-report/,Yes,No,"Competencies, Ability & Aptitude, Personality & Behavior",Approximate Completion Time in minutes =,"Test Name: PJM Development Report | Test Types: Competencies, Ability & Aptitude, Personality & Behavior | Remote: Yes | Adaptive: No"
3484.0,PJM Selection Report,/products/product-catalog/view/pjm-selection-report/,Yes,No,"Ability & Aptitude, Competencies, Personality & Behavior",Approximate Completion Time in minutes =,"Test Name: PJM Selection Report | Test Types: Ability & Aptitude, Competencies, Personality & Behavior | Remote: Yes | Adaptive: No"
4042.0,Polymer Engineering (New),/products/product-catalog/view/polymer-engineering-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 8,Test Name: Polymer Engineering (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 8 minutes
4118.0,Power Electronics and Drives (New),/products/product-catalog/view/power-electronics-and-drives-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 15,Test Name: Power Electronics and Drives (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 15 minutes
4117.0,Power System Engineering (New),/products/product-catalog/view/power-system-engineering-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 12,Test Name: Power System Engineering (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 12 minutes
4095.0,Prism (New),/products/product-catalog/view/prism-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 4,Test Name: Prism (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 4 minutes
4121.0,Production and Industrial Engineering (New),/products/product-catalog/view/production-and-industrial-engineering-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 13,Test Name: Production and Industrial Engineering (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 13 minutes
4120.0,Production Engineering (New),/products/product-catalog/view/production-engineering-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 10,Test Name: Production Engineering (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 10 minutes
219.0,Programming Concepts,/products/product-catalog/view/programming-concepts/,Yes,Yes,Knowledge & Skills,Approximate Completion Time in minutes = 25,Test Name: Programming Concepts | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: Yes | Time required: 25 minutes
3769.0,Project Management (2013),/products/product-catalog/view/project-management-2013/,Yes,Yes,Knowledge & Skills,Approximate Completion Time in minutes = 30,Test Name: Project Management (2013) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: Yes | Time required: 30 minutes
393.0,Proofreading v1,/products/product-catalog/view/proofreading-v1/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 6,Test Name: Proofreading v1 | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 6 minutes
4123.0,Python (New),/products/product-catalog/view/python-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 11,Test Name: Python (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 11 minutes
4124.0,R Programming (New),/products/product-catalog/view/r-programming-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 13,Test Name: R Programming (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 13 minutes
4177.0,ReactJS (New),/products/product-catalog/view/reactjs-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 10,Test Name: ReactJS (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 10 minutes
3472.0,Reading Comprehension - English v1,/products/product-catalog/view/reading-comprehension-english-v1/,Yes,Yes,Ability & Aptitude,Approximate Completion Time in minutes = 35,Test Name: Reading Comprehension - English v1 | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: Yes | Time required: 35 minutes
543.0,Reading Comprehension - Spanish v1,/products/product-catalog/view/reading-comprehension-spanish-v1/,Yes,Yes,Ability & Aptitude,Approximate Completion Time in minutes = 26,Test Name: Reading Comprehension - Spanish v1 | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: Yes | Time required: 26 minutes
3942.0,Reading Comprehension v2,/products/product-catalog/view/reading-comprehension-v2/,Yes,Yes,Ability & Aptitude,Approximate Completion Time in minutes = 35,Test Name: Reading Comprehension v2 | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: Yes | Time required: 35 minutes
4204.0,RemoteWorkQ,/products/product-catalog/view/remoteworkq/,Yes,No,Competencies,Approximate Completion Time in minutes = 10,Test Name: RemoteWorkQ | Test Types: Competencies | Remote: Yes | Adaptive: No | Time required: 10 minutes
4202.0,RemoteWorkQ Manager Report,/products/product-catalog/view/remoteworkq-manager-report/,Yes,No,Competencies,Approximate Completion Time in minutes =,Test Name: RemoteWorkQ Manager Report | Test Types: Competencies | Remote: Yes | Adaptive: No
4203.0,RemoteWorkQ Participant Report,/products/product-catalog/view/remoteworkq-participant-report/,Yes,No,Competencies,Approximate Completion Time in minutes =,Test Name: RemoteWorkQ Participant Report | Test Types: Competencies | Remote: Yes | Adaptive: No
4126.0,RESTful Web Services (New),/products/product-catalog/view/restful-web-services-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 12,Test Name: RESTful Web Services (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 12 minutes
697.0,Retail Sales and Service Simulation,/products/product-catalog/view/retail-sales-and-service-simulation/,Yes,No,"Biodata & Situational Judgement, Knowledge & Skills, Simulations, Ability & Aptitude",Approximate Completion Time in minutes = 30,"Test Name: Retail Sales and Service Simulation | Test Types: Biodata & Situational Judgement, Knowledge & Skills, Simulations, Ability & Aptitude | Remote: Yes | Adaptive: No | Time required: 30 minutes"
395.0,Reviewing Forms - US (R1),/products/product-catalog/view/reviewing-forms-us-r1/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 5,Test Name: Reviewing Forms - US (R1) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 5 minutes
4129.0,Ruby (New),/products/product-catalog/view/ruby-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 11,Test Name: Ruby (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 11 minutes
4128.0,Ruby on Rails (New),/products/product-catalog/view/ruby-on-rails-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 11,Test Name: Ruby on Rails (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 11 minutes
3932.0,Sales & Service Phone Simulation,/products/product-catalog/view/sales-and-service-phone-simulation/,Yes,No,"Simulations, Biodata & Situational Judgement",Approximate Completion Time in minutes = 20,"Test Name: Sales & Service Phone Simulation | Test Types: Simulations, Biodata & Situational Judgement | Remote: Yes | Adaptive: No | Time required: 20 minutes"
3930.0,Sales & Service Phone Solution,/products/product-catalog/view/sales-and-service-phone-solution/,Yes,No,"Biodata & Situational Judgement, Personality & Behavior, Simulations",Approximate Completion Time in minutes = 35,"Test Name: Sales & Service Phone Solution | Test Types: Biodata & Situational Judgement, Personality & Behavior, Simulations | Remote: Yes | Adaptive: No | Time required: 35 minutes"
726.0,Sales Interview Guide,/products/product-catalog/view/sales-interview-guide/,Yes,No,"Personality & Behavior, Personality & Behavior",Approximate Completion Time in minutes = Untimed,"Test Name: Sales Interview Guide | Test Types: Personality & Behavior, Personality & Behavior | Remote: Yes | Adaptive: No"
725.0,Sales Profiler Cards,/products/product-catalog/view/sales-profiler-cards/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes = Untimed,Test Name: Sales Profiler Cards | Test Types: Personality & Behavior | Remote: Yes | Adaptive: No
4230.0,Sales Transformation 1.0 - Individual Contributor,/products/product-catalog/view/sales-transformation-report-individual-contributor/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes =,Test Name: Sales Transformation 1.0 - Individual Contributor | Test Types: Personality & Behavior | Remote: Yes | Adaptive: No
4283.0,Sales Transformation 2.0 - Individual Contributor,/products/product-catalog/view/salestransformationreport2-0-individualcontributor/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes =,Test Name: Sales Transformation 2.0 - Individual Contributor | Test Types: Personality & Behavior | Remote: Yes | Adaptive: No
4233.0,Sales Transformation Report 1.0 - Sales Manager,/products/product-catalog/view/sales-transformation-report-sales-manager/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes =,Test Name: Sales Transformation Report 1.0 - Sales Manager | Test Types: Personality & Behavior | Remote: Yes | Adaptive: No
4288.0,Sales Transformation Report 2.0 - Sales Manager,/products/product-catalog/view/sales-transformation-report-2-0-sales-manager/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes =,Test Name: Sales Transformation Report 2.0 - Sales Manager | Test Types: Personality & Behavior | Remote: Yes | Adaptive: No
4130.0,Salesforce Development (New),/products/product-catalog/view/salesforce-development-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 15,Test Name: Salesforce Development (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 15 minutes
4131.0,SAP ABAP (Advanced Level) (New),/products/product-catalog/view/sap-abap-advanced-level-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 12,Test Name: SAP ABAP (Advanced Level) (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 12 minutes
4132.0,SAP ABAP (Intermediate Level) (New),/products/product-catalog/view/sap-abap-intermediate-level-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 9,Test Name: SAP ABAP (Intermediate Level) (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 9 minutes
4133.0,SAP Basis (New),/products/product-catalog/view/sap-basis-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 9,Test Name: SAP Basis (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 9 minutes
4136.0,SAP Business Objects WebI (New),/products/product-catalog/view/sap-business-objects-webi-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 10,Test Name: SAP Business Objects WebI (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 10 minutes
4134.0,SAP BW (Business Warehouse) (New),/products/product-catalog/view/sap-bw-business-warehouse-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 9,Test Name: SAP BW (Business Warehouse) (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 9 minutes
4135.0,SAP HCM (Human Capital Management) (New),/products/product-catalog/view/sap-hcm-human-capital-management-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = TBC,Test Name: SAP HCM (Human Capital Management) (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
4082.0,SAP Hybris (New),/products/product-catalog/view/sap-hybris-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 20,Test Name: SAP Hybris (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 20 minutes
4137.0,SAP Materials Management (New),/products/product-catalog/view/sap-materials-management-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 10,Test Name: SAP Materials Management (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 10 minutes
4064.0,SAP SD (Sales and Distribution) (New),/products/product-catalog/view/sap-sd-sales-and-distribution-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 8,Test Name: SAP SD (Sales and Distribution) (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 8 minutes
4171.0,Search Engine Optimization (New),/products/product-catalog/view/search-engine-optimization-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 12,Test Name: Search Engine Optimization (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 12 minutes
4138.0,Selenium (New),/products/product-catalog/view/selenium-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 10,Test Name: Selenium (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 10 minutes
4140.0,Shell Scripting (New),/products/product-catalog/view/shell-scripting-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 10,Test Name: Shell Scripting (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 10 minutes
3968.0,SHL Verify Interactive - Inductive Reasoning,/products/product-catalog/view/shl-verify-interactive-inductive-reasoning/,Yes,Yes,"Ability & Aptitude, Simulations",Approximate Completion Time in minutes = 20,"Test Name: SHL Verify Interactive - Inductive Reasoning | Test Types: Ability & Aptitude, Simulations | Remote: Yes | Adaptive: Yes | Time required: 20 minutes"
3947.0,SHL Verify Interactive – Deductive Reasoning,/products/product-catalog/view/shl-verify-interactive-deductive-reasoning/,Yes,Yes,"Ability & Aptitude, Simulations",Approximate Completion Time in minutes = 20,"Test Name: SHL Verify Interactive – Deductive Reasoning | Test Types: Ability & Aptitude, Simulations | Remote: Yes | Adaptive: Yes | Time required: 20 minutes"
3946.0,SHL Verify Interactive – Numerical Reasoning,/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/,Yes,Yes,"Ability & Aptitude, Simulations",Approximate Completion Time in minutes = 20,"Test Name: SHL Verify Interactive – Numerical Reasoning | Test Types: Ability & Aptitude, Simulations | Remote: Yes | Adaptive: Yes | Time required: 20 minutes"
3971.0,SHL Verify Interactive G+,/products/product-catalog/view/shl-verify-interactive-g/,Yes,Yes,Ability & Aptitude,Approximate Completion Time in minutes = 36,Test Name: SHL Verify Interactive G+ | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: Yes | Time required: 36 minutes
3972.0,SHL Verify Interactive Numerical Calculation,/products/product-catalog/view/shl-verify-interactive-numerical-calculation/,Yes,Yes,Ability & Aptitude,Approximate Completion Time in minutes = 10,Test Name: SHL Verify Interactive Numerical Calculation | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: Yes | Time required: 10 minutes
4141.0,Siebel Development (New),/products/product-catalog/view/siebel-development-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 8,Test Name: Siebel Development (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 8 minutes
4209.0,Smart Interview Live,/products/product-catalog/view/smart-interview-live/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes = Variable,Test Name: Smart Interview Live | Test Types: Personality & Behavior | Remote: Yes | Adaptive: No
4218.0,Smart Interview Live Coding,/products/product-catalog/view/smart-interview-live-coding/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = Variable,Test Name: Smart Interview Live Coding | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
4205.0,Smart Interview On Demand,/products/product-catalog/view/smart-interview-on-demand/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes = Variable,Test Name: Smart Interview On Demand | Test Types: Personality & Behavior | Remote: Yes | Adaptive: No
4014.0,Social Media (New),/products/product-catalog/view/social-media-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 10,Test Name: Social Media (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 10 minutes
116.0,Software Business Analysis,/products/product-catalog/view/software-business-analysis/,Yes,Yes,Knowledge & Skills,Approximate Completion Time in minutes = 30,Test Name: Software Business Analysis | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: Yes | Time required: 30 minutes
4142.0,SonarQube (New),/products/product-catalog/view/sonarqube-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = TBC,Test Name: SonarQube (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No
